Parcel,Address,Property Class,Property Use,Assessment Area,Current Year Land Value,Current Year Improvement Value,Current Year Total Value,Previous Year Land Value,Previous Year Improvment Value,Previous Year Total Value,Net Taxes,Special Assessment,Other Charges,Total Taxes,Zoning 1,Zoning 2,Zoning 3,Zoning 4,Lot Size Sq Ft,Frontage Street,Frontage Street Feet,Water Frontage,TIF District,School District,Elementary School,Middle School,High School,Ward,State Assembly District,Refuse District,Collection Schedule URL,Home Style,Year Built,Stories,Dwelling Units,Bedrooms,Full Baths,Half Baths,Fireplaces,Central Air,First Floor Living Area,Second Floor Living Area,Third Floor Living Area,Above Third Floor Living Area,Total Living Area,Finished Attic,Finished Basement,Total Basement,Crawl Space,Exterior Wall 1,Exterior Wall 2,Foundation,Roof,Roof Replaced Year,Garage 1,Garage Stalls 1,Garage2,Garage Stalls 2,Driveway,Shared Drive,Legal Description,Other Structure 1,Other Structure 1 Sq Ft,Other Structure 2,Other Structure 2 Sq Ft,Other Structure 3,Other Structure 3 Sq Ft,Other Structure 4,Other Structure 4 Sq Ft,Other Structure 5,Other Structure 5 Sq Ft,Other Structure 6,Other Structure 6 Sq Ft,Additional Buildings,Notation Parcel,Lot,Block
070929105091,469 Woodside Ter,Residential,Single family,57,$76600.00,$204700.00,$281300.00,$74400.00,$198700.00,$273100.00,$6407.17,$0.00,$1014.53,$7421.70,SR-C1,,,,9749,Woodside Ter,75,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Modern two story,1954,2,1,4,2,0,1,true,1398,442,0,0,1840,0,0,1078,0,Wood,,Concrete Block,Asphalt,1954,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 30",Deck,204,,0,,0,,0,,0,,0,false,070929105091,0,0
070929105108,473 Woodside Ter,Residential,Single family,57,$76600.00,$158900.00,$235500.00,$74400.00,$154200.00,$228600.00,$5329.10,$0.00,$0.00,$5329.10,SR-C1,,,,9359,Woodside Ter,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,2,1,0,2,true,1200,0,0,0,1200,0,468,952,216,Wood,,Concrete,Asphalt,1954,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 29",Deck,227,,0,,0,,0,,0,,0,false,070929105108,0,0
070929105116,477 Woodside Ter,Residential,Single family,57,$76600.00,$219500.00,$296100.00,$74400.00,$213100.00,$287500.00,$6756.03,$0.00,$0.00,$6756.03,SR-C1,,,,9359,Woodside Ter,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Split-level,1955,1.5,1,4,1,1,1,false,2011,0,0,0,2011,0,143,1184,260,Wood,,Concrete Block,Asphalt,2012,Basement,1,,0,Asphalt,false,"MIDVALE HEIGHTS FIRST ADDITION, LOT 28",Open Porch,80,Deck,288,,0,,0,,0,,0,false,070929105116,0,0
070929105124,481 Woodside Ter,Residential,Single family,57,$76600.00,$155900.00,$232500.00,$74400.00,$151300.00,$225700.00,$5258.85,$0.00,$0.00,$5258.85,SR-C1,,,,9359,Woodside Ter,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,1,0,1,true,1413,0,0,0,1413,0,0,1413,0,Wood,Masonry Facing,Concrete,Asphalt,2005,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 27",Screen Porch,160,Greenhouse,112,,0,,0,,0,,0,false,070929105124,0,0
070929105132,485 Woodside Ter,Residential,Single family,57,$76600.00,$256400.00,$333000.00,$74400.00,$248900.00,$323300.00,$7623.33,$0.00,$503.31,$8126.64,SR-C1,,,,9359,Woodside Ter,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Cape Cod,1953,1.5,1,4,2,0,2,true,1050,700,0,0,1750,0,300,1050,0,Aluminum/Vinyl,,Concrete Block,Asphalt,2004,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 26",Screen Porch,144,,0,,0,,0,,0,,0,false,070929105132,0,0
070929105140,489 Woodside Ter,Residential,Single family,57,$78300.00,$166200.00,$244500.00,$76000.00,$165500.00,$241500.00,$5641.62,$0.00,$0.00,$5641.62,SR-C1,,,,9749,Woodside Ter,75,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,3,1,1,0,true,1291,0,0,0,1291,0,485,1134,0,Wood,Masonry Facing,Concrete,Asphalt,2008,Attached,2.5,,0,Concrete,false,"1ST ADD MIVALE HGTS, LOT 25 ",Encl Porch,286,Patio,154,Deck,155,,0,,0,,0,false,070929105140,0,0
070929105158,490 Togstad Glenn,Residential,Single family,57,$78300.00,$146700.00,$225000.00,$76000.00,$142400.00,$218400.00,$5213.38,$0.00,$0.00,$5213.38,SR-C1,,,,9749,Togstad Glenn,75,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,2,0,2,true,1373,0,0,0,1373,0,364,1261,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1995,Attached,1,,0,Concrete,false,"MIDVALE HEIGHTS FIRST ADDITION, LOT 52",,0,,0,,0,,0,,0,,0,false,070929105158,0,0
070929105166,486 Togstad Glenn,Residential,Single family,57,$80600.00,$144200.00,$224800.00,$78300.00,$140000.00,$218300.00,$5079.57,$0.00,$0.00,$5079.57,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1953,1,1,5,2,0,1,false,1171,0,0,0,1171,0,748,1171,0,Wood,,Concrete,Asphalt,1953,Detached,1,,0,Asphalt,false,"1ST ADD MIDVALE HGTS, LOT 51",Patio,144,,0,,0,,0,,0,,0,false,070929105166,0,0
070929105174,482 Togstad Glenn,Residential,Single family,57,$80300.00,$214700.00,$295000.00,$78000.00,$208400.00,$286400.00,$6729.38,$0.00,$0.00,$6729.38,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1953,1,1,3,3,0,1,true,1576,0,0,0,1576,0,186,1144,432,Wood,,Concrete,Asphalt,1980,Attached,1,,0,Asphalt,false,"1ST ADD MIDVALE HGTS, LOT 50",Enc-Fin Porch,182,,0,,0,,0,,0,,0,false,070929105174,0,0
070929105182,478 Togstad Glenn,Residential,Single family,57,$80600.00,$175000.00,$255600.00,$78300.00,$169900.00,$248200.00,$5803.94,$0.00,$0.00,$5803.94,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1953,1,1,3,1,1,1,true,1418,0,0,0,1418,0,364,1274,0,Brick,,Concrete,Asphalt,1953,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 49",Enc-Fin Porch,274,,0,,0,,0,,0,,0,false,070929105182,0,0
070929105190,474 Togstad Glenn,Residential,Single family,57,$80600.00,$197900.00,$278500.00,$78300.00,$192100.00,$270400.00,$6341.76,$0.00,$0.00,$6341.76,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,2,0,1,true,1830,0,0,0,1830,0,0,1502,237,Wood,,Concrete Block,Asphalt,2012,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 48",Screen Porch,231,Patio,119,Patio,203,Deck,60,,0,,0,false,070929105190,0,0
070929105207,470 Togstad Glenn,Residential,Single family,57,$82300.00,$165800.00,$248100.00,$79900.00,$161000.00,$240900.00,$5627.08,$0.00,$0.00,$5627.08,SR-C1,,,,9749,Togstad Glenn,75,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1953,1,1,3,1,1,1,true,1260,0,0,0,1260,0,381,1260,0,Wood,,Concrete,Asphalt,2006,Detached,1,,0,Asphalt,false,"1ST ADD MIDVALE HGTS, LOT 47",Screen Porch,144,,0,,0,,0,,0,,0,false,070929105207,0,0
070929105215,466 Togstad Glenn,Residential,Single family,57,$83200.00,$204500.00,$287700.00,$80800.00,$198500.00,$279300.00,$6557.37,$0.00,$0.00,$6557.37,SR-C1,,,,9879,Togstad Glenn,76,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Cape Cod,1953,1.5,1,3,2,1,1,true,970,841,0,0,1811,0,384,970,0,Wood,,Concrete Block,Asphalt,1953,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 46",Enc-Fin Porch,174,Patio,100,Shed,120,,0,,0,,0,false,070929105215,0,0
070929105223,462 Togstad Glenn,Residential,Single family,57,$80600.00,$170900.00,$251500.00,$78300.00,$165900.00,$244200.00,$5707.03,$0.00,$0.00,$5707.03,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,1,0,2,true,1588,0,0,0,1588,0,325,1588,0,Wood,,Concrete,Asphalt,1954,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 45",Screen Porch,182,,0,,0,,0,,0,,0,false,070929105223,0,0
070929105231,458 Togstad Glenn,Residential,Single family,57,$80300.00,$182100.00,$262400.00,$78000.00,$176800.00,$254800.00,$5963.83,$0.00,$0.00,$5963.83,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,3,1,1,2,true,1360,0,0,0,1360,0,297,1360,0,Wood,Masonry Facing,Concrete,Asphalt,2008,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 44",Enc-Fin Porch,200,Deck,209,,0,,0,,0,,0,false,070929105231,0,0
070929105249,454 Togstad Glenn,Residential,Single family,57,$80900.00,$235900.00,$316800.00,$78500.00,$221100.00,$299600.00,$7049.17,$0.00,$0.00,$7049.17,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Modern two story,1954,2,1,4,3,0,1,false,1398,590,0,0,1988,0,642,1386,0,Aluminum/Vinyl,,Concrete,Asphalt,1997,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 43",Screen Porch,195,,0,,0,,0,,0,,0,false,070929105249,0,0
070929105257,450 Togstad Glenn,Residential,Single family,57,$80600.00,$259400.00,$340000.00,$78300.00,$261700.00,$340000.00,$8159.30,$0.00,$0.00,$8159.30,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Split-level,1960,1,1,3,3,0,2,true,1976,0,0,0,1976,0,610,793,463,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1998,Basement,2,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 42",Deck,300,,0,,0,,0,,0,,0,false,070929105257,0,0
070929105265,446 Togstad Glenn,Residential,Single family,57,$80900.00,$167500.00,$248400.00,$78500.00,$162700.00,$241200.00,$5765.74,$0.00,$0.00,$5765.74,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1953,1,1,3,1,1,1,true,1306,0,0,0,1306,0,0,1108,0,Wood,,Concrete,Asphalt,2007,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 41",Open Porch,84,Deck,70,,0,,0,,0,,0,false,070929105265,0,0
070929105273,442 Togstad Glenn,Residential,Single family,57,$80600.00,$159000.00,$239600.00,$78300.00,$154300.00,$232600.00,$5426.01,$0.00,$0.00,$5426.01,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,1,0,1,false,1259,0,0,0,1259,0,0,1259,0,Masonry Facing,,Concrete,Asphalt,1954,Attached,1.5,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 40",,0,,0,,0,,0,,0,,0,false,070929105273,0,0
070929105281,4501 Keating Ter,Residential,Single family,57,$85400.00,$287400.00,$372800.00,$82900.00,$279000.00,$361900.00,$8558.47,$0.00,$286.41,$8844.88,SR-C1,,,,9832,Keating Ter,130,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Cape Cod,1954,1.5,1,3,2,0,1,true,1761,804,0,0,2565,0,525,1565,196,Brick,Wood,Concrete,Asphalt,1954,Attached,2,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 39",Open Porch,80,Enc-Fin Porch,196,Patio,182,,0,,0,,0,false,070929105281,0,0
070929106015,4409 Keating Ter,Residential,Single family,57,$85400.00,$254600.00,$340000.00,$82900.00,$247200.00,$330100.00,$7788.07,$0.00,$0.00,$7788.07,SR-C1,,,,9837,Keating Ter,130,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Cape Cod,1954,1.5,1,4,2,0,2,true,1502,750,0,0,2252,0,0,1502,0,Aluminum/Vinyl,,Concrete,Asphalt,1999,Attached,2,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 66",Open Porch,122,Deck,325,,0,,0,,0,,0,false,070929106015,0,0
070929106023,441 Togstad Glenn,Residential,Single family,57,$80300.00,$169300.00,$249600.00,$78000.00,$164300.00,$242300.00,$5661.00,$0.00,$0.00,$5661.00,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,3,1,1,1,false,1581,0,0,0,1581,0,0,1308,0,Wood,,Concrete,Asphalt,1992,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 65",Deck,419,,0,,0,,0,,0,,0,false,070929106023,0,0
070929106031,445 Togstad Glenn,Residential,Single family,57,$80900.00,$160100.00,$241000.00,$78500.00,$155500.00,$234000.00,$5459.92,$0.00,$0.00,$5459.92,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1953,1,1,3,1,0,1,true,1388,0,0,0,1388,0,338,1256,0,Wood,,Concrete Block,Asphalt,1953,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 64",Screen Porch,105,,0,,0,,0,,0,,0,false,070929106031,0,0
070929106049,449 Togstad Glenn,Residential,Single family,57,$80600.00,$232200.00,$312800.00,$78300.00,$225400.00,$303700.00,$7148.50,$0.00,$0.00,$7148.50,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Split-level,1956,1.5,1,4,2,1,1,false,1853,500,0,0,2353,0,510,1397,0,Wood,Masonry Facing,Concrete,Asphalt,2003,Basement,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 63",Open Porch,121,,0,,0,,0,,0,,0,false,070929106049,0,0
070929106057,453 Togstad Glenn,Residential,Single family,57,$80600.00,$131500.00,$212100.00,$78300.00,$127600.00,$205900.00,$4779.16,$0.00,$0.00,$4779.16,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,1,0,1,false,1206,0,0,0,1206,0,0,1206,0,Wood,,Concrete,Asphalt,2002,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 62",Screen Porch,120,,0,,0,,0,,0,,0,false,070929106057,0,0
070929106065,457 Togstad Glenn,Residential,Single family,57,$80300.00,$188100.00,$268400.00,$78000.00,$182600.00,$260600.00,$6104.34,$0.00,$0.00,$6104.34,SR-C1,,,,9357,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,1,0,2,true,1321,0,0,0,1321,0,440,1225,80,Wood,,Concrete,Asphalt,2006,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 61",Patio,70,Deck,84,,0,,0,,0,,0,false,070929106065,0,0
070929106073,461 Togstad Glenn,Residential,Single family,57,$80300.00,$226000.00,$306300.00,$78000.00,$219400.00,$297400.00,$6995.87,$0.00,$0.00,$6995.87,SR-C1,,,,9229,Togstad Glenn,71,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Cape Cod,1955,1.5,1,3,2,0,1,true,1304,880,0,0,2184,0,431,1258,0,Wood,,Concrete,Asphalt,1995,Attached,1,,0,Concrete,false,MIDVALE HEIGHTS FIRST ADDITION LOT 60 EX C S 1 FT,Screen Porch,306,,0,,0,,0,,0,,0,false,070929106073,0,0
070929106081,465 Togstad Glenn,Residential,Single family,57,$83900.00,$256700.00,$340600.00,$81500.00,$249200.00,$330700.00,$7802.61,$0.00,$0.00,$7802.61,SR-C1,,,,10009,Togstad Glenn,77,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1953,1,1,4,2,1,2,true,2364,0,0,0,2364,0,364,1920,604,Wood,Masonry Facing,Concrete,Asphalt,2007,Attached,1,,0,Concrete,false,"MIDVALE HEIGHTS FIRST ADDITION LOT 59 &  S 1 FT, LOT 60",Screen Porch,180,Patio,228,,0,,0,,0,,0,false,070929106081,0,0
070929106099,469 Togstad Glenn,Residential,Single family,57,$82300.00,$162200.00,$244500.00,$79900.00,$157500.00,$237400.00,$5542.29,$0.00,$0.00,$5542.29,SR-C1,,,,9749,Togstad Glenn,75,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1953,1,1,3,1,1,2,true,1435,0,0,0,1435,0,280,1366,0,Wood,,Concrete,Asphalt,2006,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 58",Screen Porch,120,Patio,100,,0,,0,,0,,0,false,070929106099,0,0
070929106106,473 Togstad Glenn,Residential,Single family,57,$80300.00,$182100.00,$262400.00,$78000.00,$176800.00,$254800.00,$6095.22,$0.00,$0.00,$6095.22,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Split-level,1957,1,1,3,2,1,2,true,1729,0,0,0,1729,0,212,1179,0,Wood,,Concrete,Asphalt,2006,Basement,2,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 57",Enc-Fin Porch,195,Patio,140,,0,,0,,0,,0,false,070929106106,0,0
070929106114,477 Togstad Glenn,Residential,Single family,57,$80300.00,$163600.00,$243900.00,$78000.00,$158800.00,$236800.00,$5527.76,$0.00,$0.00,$5527.76,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,1,1,1,true,1407,0,0,0,1407,0,600,1407,0,Wood,,Concrete,Asphalt,1997,Attached,1,,0,Asphalt,false,"1ST ADD MIDVALE HGTS, LOT 56",Open Porch,53,Enc-Fin Porch,96,Patio,324,,0,,0,,0,false,070929106114,0,0
070929106122,481 Togstad Glenn,Residential,Single family,57,$80300.00,$173400.00,$253700.00,$78000.00,$168300.00,$246300.00,$5757.91,$0.00,$0.00,$5757.91,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1957,1,1,3,2,0,1,true,1828,0,0,0,1828,0,480,1156,672,Wood,,Concrete,Asphalt,2011,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 55",Patio,168,,0,,0,,0,,0,,0,false,070929106122,0,0
070929106130,485 Togstad Glenn,Residential,Single family,57,$80300.00,$169700.00,$250000.00,$78000.00,$161200.00,$239200.00,$5717.29,$0.00,$0.00,$5717.29,SR-C1,,,,9359,Togstad Glenn,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,1,1,1,true,1230,0,0,0,1230,0,476,1230,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2005,Attached,1,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 54",Encl Porch,140,Deck,295,,0,,0,,0,,0,false,070929106130,0,0
070929106148,489 Togstad Glenn,Residential,Single family,57,$83900.00,$208400.00,$292300.00,$81500.00,$202300.00,$283800.00,$6666.39,$0.00,$0.00,$6666.39,SR-C1,,,,9690,Togstad Glenn,75,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,2,2,0,2,true,1767,0,0,0,1767,0,0,1767,0,Wood,Masonry Facing,Concrete,Asphalt,2004,Attached,2,,0,Concrete,false,"1ST ADD MIDVALE HGTS, LOT 53",Encl Porch,196,Patio,210,,0,,0,,0,,0,false,070929106148,0,0
070929106156,490 S Midvale Blvd,Residential,Single family,57,$66300.00,$166100.00,$232400.00,$64400.00,$161200.00,$225600.00,$5256.42,$0.00,$0.00,$5256.42,SR-C1,,,,9882,S Midvale Blvd,75,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Bi-level,1954,1,1,4,2,0,1,true,1400,0,0,0,1400,0,750,865,0,Wood,Masonry Facing,Concrete,Asphalt,2006,Basement,2,,0,Concrete,false,"2ND ADD MIDVALE HGTS, LOT 80",,0,,0,,0,,0,,0,,0,false,070929106156,0,0
070929106164,486 S Midvale Blvd,Residential,Single family,57,$64300.00,$160700.00,$225000.00,$62400.00,$156000.00,$218400.00,$5081.99,$0.00,$0.00,$5081.99,SR-C1,,,,9510,S Midvale Blvd,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,1,0,1,true,1587,0,0,0,1587,0,364,1447,0,Masonry Facing,,Concrete Block,Asphalt,2006,Attached,1,,0,Concrete,false,"2ND ADD MIDVALE HGTS, LOT 79",,0,,0,,0,,0,,0,,0,false,070929106164,0,0
070929106172,482 S Midvale Blvd,Residential,Single family,57,$64300.00,$172500.00,$236800.00,$62400.00,$167500.00,$229900.00,$5360.60,$0.00,$0.00,$5360.60,SR-C1,,,,9507,S Midvale Blvd,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,3,1,0,2,true,1485,0,0,0,1485,0,420,1485,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1992,Attached,1,,0,Concrete,false,"2ND ADD MIDVALE HGTS, LOT 78",Encl Porch,135,Patio,195,,0,,0,,0,,0,false,070929106172,0,0
070929106180,478 S Midvale Blvd,Residential,Single family,57,$64300.00,$220700.00,$285000.00,$62400.00,$214300.00,$276700.00,$6494.39,$0.00,$0.00,$6494.39,SR-C1,,,,9499,S Midvale Blvd,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Modern two story,1953,2,1,5,2,1,1,true,1618,832,0,0,2450,0,400,1436,140,Wood,Aluminum/Vinyl,Concrete Block,Asphalt,1979,Attached,1,,0,Concrete,false,"2ND ADD MIDVALE HGTS, LOT 77",Screen Porch,168,Patio,252,,0,,0,,0,,0,false,070929106180,0,0
070929106198,474 S Midvale Blvd,Residential,Single family,57,$64300.00,$176800.00,$241100.00,$62400.00,$171700.00,$234100.00,$5462.35,$0.00,$0.00,$5462.35,SR-C1,,,,9496,S Midvale Blvd,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,1,0,2,true,1346,0,0,0,1346,0,504,1486,0,Wood,Masonry Facing,Concrete Block,Asphalt,1991,Attached,1,,0,Concrete,false,"2ND ADD MIDVALE HGTS, LOT 76",Screen Porch,140,Deck,426,,0,,0,,0,,0,false,070929106198,0,0
070929106205,470 S Midvale Blvd,Residential,Single family,57,$64300.00,$178700.00,$243000.00,$62400.00,$173500.00,$235900.00,$5505.95,$0.00,$0.00,$5505.95,SR-C1,,,,9880,S Midvale Blvd,75,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1953,1,1,3,2,1,1,true,1568,0,0,0,1568,0,0,1280,288,Aluminum/Vinyl,Masonry Facing,Concrete Block,Asphalt,1992,Attached,1,,0,Concrete,false,"2ND ADD MIDVALE HGTS, LOT 75",Encl Porch,85,,0,,0,,0,,0,,0,false,070929106205,0,0
070929106213,466 S Midvale Blvd,Residential,Single family,57,$65200.00,$152000.00,$217200.00,$63300.00,$147600.00,$210900.00,$4900.30,$0.00,$0.00,$4900.30,SR-C1,,,,10012,S Midvale Blvd,76,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,1,0,1,true,1350,0,0,0,1350,0,0,1350,0,Wood,Masonry Facing,Concrete,Asphalt,1992,Attached,1,,0,Concrete,false,"2ND ADD MIDVALE HGTS, LOT 74",Screen Porch,114,,0,,0,,0,,0,,0,false,070929106213,0,0
070929106221,462 S Midvale Blvd,Residential,Single family,57,$76600.00,$161200.00,$237800.00,$74400.00,$156500.00,$230900.00,$5384.82,$0.00,$0.00,$5384.82,SR-C1,,,,9481,S Midvale Blvd,72,false,0,Madison,Midvale-Lincoln,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,1,0,1,true,1510,0,0,0,1510,0,520,1330,0,Wood,,Concrete Block,Asphalt,2008,Attached,2,,0,Concrete,false,"2ND ADD MIDVALE HGTS, LOT 73",,0,,0,,0,,0,,0,,0,false,070929106221,0,0
